"date","top1","top2","top3","top4","top5","top1_count","top2_count","top3_count","top4_count","top5_count","total_publications","top_list"
"2024-09-26","Bacterial Genetics and Biotechnology","Genomics and Chromatin Dynamics","RNA and protein synthesis mechanisms","Vibrio bacteria research studies","Yersinia bacterium, plague, ectoparasites research","2.0","1.0","1.0","1.0","1.0","2","Bacterial Genetics and Biotechnology|Genomics and Chromatin Dynamics|RNA and protein synthesis mechanisms|Vibrio bacteria research studies|Yersinia bacterium, plague, ectoparasites research"
"2024-09-27","Bacterial Genetics and Biotechnology","Bacterial biofilms and quorum sensing","Probiotics and Fermented Foods","Protein Structure and Dynamics","RNA and protein synthesis mechanisms","2.0","1.0","1.0","1.0","1.0","2","Bacterial Genetics and Biotechnology|Bacterial biofilms and quorum sensing|Probiotics and Fermented Foods|Protein Structure and Dynamics|RNA and protein synthesis mechanisms"
"2024-09-30","Bacterial Genetics and Biotechnology","Antibiotic Resistance in Bacteria","Bacteriophages and microbial interactions","Biochemical and Structural Characterization","Cell Image Analysis Techniques","4.0","1.0","1.0","1.0","1.0","4","Bacterial Genetics and Biotechnology|Antibiotic Resistance in Bacteria|Bacteriophages and microbial interactions|Biochemical and Structural Characterization|Cell Image Analysis Techniques"
"2024-10-01","Bacterial Genetics and Biotechnology","Bacteriophages and microbial interactions","Bacterial biofilms and quorum sensing","Biochemical and Structural Characterization","Genomics and Phylogenetic Studies","5.0","4.0","1.0","1.0","1.0","5","Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|Bacterial biofilms and quorum sensing|Biochemical and Structural Characterization|Genomics and Phylogenetic Studies"
"2024-10-02","Bacterial Genetics and Biotechnology","Antimicrobial Resistance in Staphylococcus","Bacteriophages and microbial interactions","Gene Regulatory Network Analysis","Photoreceptor and optogenetics research","2.0","1.0","1.0","1.0","1.0","2","Bacterial Genetics and Biotechnology|Antimicrobial Resistance in Staphylococcus|Bacteriophages and microbial interactions|Gene Regulatory Network Analysis|Photoreceptor and optogenetics research"
"2024-10-03","Bacterial Genetics and Biotechnology","Antibiotic Resistance in Bacteria","Escherichia coli research studies","RNA and protein synthesis mechanisms","Evolution and Genetic Dynamics","4.0","2.0","2.0","2.0","1.0","4","Bacterial Genetics and Biotechnology|Antibiotic Resistance in Bacteria|Escherichia coli research studies|RNA and protein synthesis mechanisms|Evolution and Genetic Dynamics"
"2024-10-04","Bacterial Genetics and Biotechnology","RNA and protein synthesis mechanisms","CRISPR and Genetic Engineering","Protein Structure and Dynamics","","2.0","2.0","1.0","1.0","","2","Bacterial Genetics and Biotechnology|RNA and protein synthesis mechanisms|CRISPR and Genetic Engineering|Protein Structure and Dynamics"
"2024-10-08","Antibiotic Resistance in Bacteria","Bacterial Genetics and Biotechnology","Bacterial biofilms and quorum sensing","Clostridium difficile and Clostridium perfringens research","","2.0","2.0","1.0","1.0","","2","Antibiotic Resistance in Bacteria|Bacterial Genetics and Biotechnology|Bacterial biofilms and quorum sensing|Clostridium difficile and Clostridium perfringens research"
"2024-10-09","Bacterial Genetics and Biotechnology","Probiotics and Fermented Foods","RNA and protein synthesis mechanisms","","","1.0","1.0","1.0","","","1","Bacterial Genetics and Biotechnology|Probiotics and Fermented Foods|RNA and protein synthesis mechanisms"
"2024-10-10","Bacterial Genetics and Biotechnology","Antibiotic Resistance in Bacteria","Bacteriophages and microbial interactions","DNA Repair Mechanisms","Genomics and Chromatin Dynamics","2.0","1.0","1.0","1.0","1.0","2","Bacterial Genetics and Biotechnology|Antibiotic Resistance in Bacteria|Bacteriophages and microbial interactions|DNA Repair Mechanisms|Genomics and Chromatin Dynamics"
"2024-10-11","Bacterial Genetics and Biotechnology","Bacterial Identification and Susceptibility Testing","Escherichia coli research studies","Evolution and Genetic Dynamics","Microbial Metabolic Engineering and Bioproduction","2.0","1.0","1.0","1.0","1.0","2","Bacterial Genetics and Biotechnology|Bacterial Identification and Susceptibility Testing|Escherichia coli research studies|Evolution and Genetic Dynamics|Microbial Metabolic Engineering and Bioproduction"
"2024-10-12","Bacterial Genetics and Biotechnology","DNA Repair Mechanisms","RNA and protein synthesis mechanisms","","","1.0","1.0","1.0","","","1","Bacterial Genetics and Biotechnology|DNA Repair Mechanisms|RNA and protein synthesis mechanisms"
"2024-10-14","Bacterial Genetics and Biotechnology","","","","","1.0","","","","","1","Bacterial Genetics and Biotechnology"
"2024-10-15","Bacterial Genetics and Biotechnology","Bacteriophages and microbial interactions","Enzyme Structure and Function","","","2.0","1.0","1.0","","","2","Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|Enzyme Structure and Function"
"2024-10-16","Bacterial Genetics and Biotechnology","RNA and protein synthesis mechanisms","Bacteriophages and microbial interactions","Microbial Metabolic Engineering and Bioproduction","","2.0","2.0","1.0","1.0","","2","Bacterial Genetics and Biotechnology|RNA and protein synthesis mechanisms|Bacteriophages and microbial interactions|Microbial Metabolic Engineering and Bioproduction"
"2024-10-17","Bacterial Genetics and Biotechnology","Bacteriophages and microbial interactions","CRISPR and Genetic Engineering","RNA and protein synthesis mechanisms","Enzyme Production and Characterization","5.0","2.0","2.0","2.0","1.0","5","Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|CRISPR and Genetic Engineering|RNA and protein synthesis mechanisms|Enzyme Production and Characterization"
"2024-10-18","Bacterial Genetics and Biotechnology","Bacterial biofilms and quorum sensing","CRISPR and Genetic Engineering","Evolution and Genetic Dynamics","Gene Regulatory Network Analysis","5.0","1.0","1.0","1.0","1.0","5","Bacterial Genetics and Biotechnology|Bacterial biofilms and quorum sensing|CRISPR and Genetic Engineering|Evolution and Genetic Dynamics|Gene Regulatory Network Analysis"
"2024-10-20","Bacterial Genetics and Biotechnology","Bacterial biofilms and quorum sensing","Microbial Community Ecology and Physiology","","","1.0","1.0","1.0","","","1","Bacterial Genetics and Biotechnology|Bacterial biofilms and quorum sensing|Microbial Community Ecology and Physiology"
"2024-10-21","Bacterial Genetics and Biotechnology","RNA and protein synthesis mechanisms","Enzyme Production and Characterization","Escherichia coli research studies","","2.0","2.0","1.0","1.0","","2","Bacterial Genetics and Biotechnology|RNA and protein synthesis mechanisms|Enzyme Production and Characterization|Escherichia coli research studies"
"2024-10-23","Bacterial Genetics and Biotechnology","RNA and protein synthesis mechanisms","Bacteriophages and microbial interactions","Cancer Research and Treatments","Enzyme Structure and Function","6.0","5.0","4.0","1.0","1.0","6","Bacterial Genetics and Biotechnology|RNA and protein synthesis mechanisms|Bacteriophages and microbial interactions|Cancer Research and Treatments|Enzyme Structure and Function"
"2024-10-24","Antimicrobial Peptides and Activities","Bacterial Genetics and Biotechnology","Bacterial biofilms and quorum sensing","","","1.0","1.0","1.0","","","1","Antimicrobial Peptides and Activities|Bacterial Genetics and Biotechnology|Bacterial biofilms and quorum sensing"
"2024-10-25","Bacterial Genetics and Biotechnology","Bacteriophages and microbial interactions","Microbial Community Ecology and Physiology","Microbial Metabolic Engineering and Bioproduction","RNA and protein synthesis mechanisms","2.0","1.0","1.0","1.0","1.0","2","Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|Microbial Community Ecology and Physiology|Microbial Metabolic Engineering and Bioproduction|RNA and protein synthesis mechanisms"
"2024-10-26","Bacterial Genetics and Biotechnology","Escherichia coli research studies","Microbial Inactivation Methods","Protein Structure and Dynamics","RNA and protein synthesis mechanisms","2.0","1.0","1.0","1.0","1.0","2","Bacterial Genetics and Biotechnology|Escherichia coli research studies|Microbial Inactivation Methods|Protein Structure and Dynamics|RNA and protein synthesis mechanisms"
"2024-10-28","Bacterial Genetics and Biotechnology","Escherichia coli research studies","Genomics and Phylogenetic Studies","Microbial Metabolic Engineering and Bioproduction","Protist diversity and phylogeny","2.0","1.0","1.0","1.0","1.0","2","Bacterial Genetics and Biotechnology|Escherichia coli research studies|Genomics and Phylogenetic Studies|Microbial Metabolic Engineering and Bioproduction|Protist diversity and phylogeny"
"2024-10-29","Bacterial Genetics and Biotechnology","Bacterial biofilms and quorum sensing","Bacteriophages and microbial interactions","Cancer Research and Treatments","Evolution and Genetic Dynamics","4.0","2.0","2.0","1.0","1.0","4","Bacterial Genetics and Biotechnology|Bacterial biofilms and quorum sensing|Bacteriophages and microbial interactions|Cancer Research and Treatments|Evolution and Genetic Dynamics"
"2024-10-30","Bacterial Genetics and Biotechnology","Lipid Membrane Structure and Behavior","Bacteriophages and microbial interactions","Microbial Metabolic Engineering and Bioproduction","Protein Structure and Dynamics","4.0","2.0","1.0","1.0","1.0","4","Bacterial Genetics and Biotechnology|Lipid Membrane Structure and Behavior|Bacteriophages and microbial interactions|Microbial Metabolic Engineering and Bioproduction|Protein Structure and Dynamics"
"2024-10-31","Bacterial Genetics and Biotechnology","Bacteriophages and microbial interactions","CRISPR and Genetic Engineering","Glycosylation and Glycoproteins Research","Monoclonal and Polyclonal Antibodies Research","3.0","1.0","1.0","1.0","1.0","3","Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|CRISPR and Genetic Engineering|Glycosylation and Glycoproteins Research|Monoclonal and Polyclonal Antibodies Research"
"2024-11-01","Bacterial Genetics and Biotechnology","Antibiotic Resistance in Bacteria","Enzyme Structure and Function","Bacterial biofilms and quorum sensing","Bacteriophages and microbial interactions","14.0","3.0","3.0","2.0","2.0","14","Bacterial Genetics and Biotechnology|Antibiotic Resistance in Bacteria|Enzyme Structure and Function|Bacterial biofilms and quorum sensing|Bacteriophages and microbial interactions"
"2024-11-03","Bacterial Genetics and Biotechnology","DNA Repair Mechanisms","Enzyme Structure and Function","Genomics and Phylogenetic Studies","Photosynthetic Processes and Mechanisms","2.0","1.0","1.0","1.0","1.0","2","Bacterial Genetics and Biotechnology|DNA Repair Mechanisms|Enzyme Structure and Function|Genomics and Phylogenetic Studies|Photosynthetic Processes and Mechanisms"
"2024-11-04","Bacterial Genetics and Biotechnology","Bacteriophages and microbial interactions","Biochemical and Molecular Research","Metal Extraction and Bioleaching","Microbial Fuel Cells and Bioremediation","4.0","1.0","1.0","1.0","1.0","4","Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|Biochemical and Molecular Research|Metal Extraction and Bioleaching|Microbial Fuel Cells and Bioremediation"
"2024-11-05","Bacterial Genetics and Biotechnology","Bacterial biofilms and quorum sensing","Protein Structure and Dynamics","","","2.0","1.0","1.0","","","2","Bacterial Genetics and Biotechnology|Bacterial biofilms and quorum sensing|Protein Structure and Dynamics"
"2024-11-08","Bacterial Genetics and Biotechnology","RNA and protein synthesis mechanisms","Bacteriophages and microbial interactions","Escherichia coli research studies","Lipid Membrane Structure and Behavior","4.0","3.0","2.0","1.0","1.0","4","Bacterial Genetics and Biotechnology|RNA and protein synthesis mechanisms|Bacteriophages and microbial interactions|Escherichia coli research studies|Lipid Membrane Structure and Behavior"
"2024-11-11","Bacterial Genetics and Biotechnology","Vibrio bacteria research studies","Bacterial biofilms and quorum sensing","Clostridium difficile and Clostridium perfringens research","","2.0","2.0","1.0","1.0","","2","Bacterial Genetics and Biotechnology|Vibrio bacteria research studies|Bacterial biofilms and quorum sensing|Clostridium difficile and Clostridium perfringens research"
"2024-11-12","Bacterial Genetics and Biotechnology","Bacteriophages and microbial interactions","Escherichia coli research studies","Probiotics and Fermented Foods","Vibrio bacteria research studies","2.0","1.0","1.0","1.0","1.0","2","Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|Escherichia coli research studies|Probiotics and Fermented Foods|Vibrio bacteria research studies"
"2024-11-13","Bacterial Genetics and Biotechnology","Bacterial biofilms and quorum sensing","Antibiotic Resistance in Bacteria","Bacteriophages and microbial interactions","Gene Regulatory Network Analysis","3.0","2.0","1.0","1.0","1.0","3","Bacterial Genetics and Biotechnology|Bacterial biofilms and quorum sensing|Antibiotic Resistance in Bacteria|Bacteriophages and microbial interactions|Gene Regulatory Network Analysis"
"2024-11-14","Bacterial Genetics and Biotechnology","Lipid Membrane Structure and Behavior","Antibiotic Resistance in Bacteria","Endoplasmic Reticulum Stress and Disease","Escherichia coli research studies","3.0","2.0","1.0","1.0","1.0","3","Bacterial Genetics and Biotechnology|Lipid Membrane Structure and Behavior|Antibiotic Resistance in Bacteria|Endoplasmic Reticulum Stress and Disease|Escherichia coli research studies"
"2024-11-15","Bacterial Genetics and Biotechnology","Antibiotic Resistance in Bacteria","Genomics and Phylogenetic Studies","Photosynthetic Processes and Mechanisms","Protist diversity and phylogeny","3.0","1.0","1.0","1.0","1.0","3","Bacterial Genetics and Biotechnology|Antibiotic Resistance in Bacteria|Genomics and Phylogenetic Studies|Photosynthetic Processes and Mechanisms|Protist diversity and phylogeny"
"2024-11-16","Bacterial Genetics and Biotechnology","Gene Regulatory Network Analysis","Microbial Metabolic Engineering and Bioproduction","","","1.0","1.0","1.0","","","1","Bacterial Genetics and Biotechnology|Gene Regulatory Network Analysis|Microbial Metabolic Engineering and Bioproduction"
"2024-11-17","Bacterial Genetics and Biotechnology","Enzyme Structure and Function","RNA and protein synthesis mechanisms","RNA modifications and cancer","Vibrio bacteria research studies","2.0","1.0","1.0","1.0","1.0","2","Bacterial Genetics and Biotechnology|Enzyme Structure and Function|RNA and protein synthesis mechanisms|RNA modifications and cancer|Vibrio bacteria research studies"
"2024-11-18","Bacterial Genetics and Biotechnology","Escherichia coli research studies","RNA and protein synthesis mechanisms","","","1.0","1.0","1.0","","","1","Bacterial Genetics and Biotechnology|Escherichia coli research studies|RNA and protein synthesis mechanisms"
"2024-11-19","Bacterial Genetics and Biotechnology","CRISPR and Genetic Engineering","Enzyme Structure and Function","","","1.0","1.0","1.0","","","1","Bacterial Genetics and Biotechnology|CRISPR and Genetic Engineering|Enzyme Structure and Function"
"2024-11-20","Bacterial Genetics and Biotechnology","RNA and protein synthesis mechanisms","Protein Structure and Dynamics","Bacterial biofilms and quorum sensing","Enzyme Structure and Function","6.0","4.0","2.0","1.0","1.0","6","Bacterial Genetics and Biotechnology|RNA and protein synthesis mechanisms|Protein Structure and Dynamics|Bacterial biofilms and quorum sensing|Enzyme Structure and Function"
"2024-11-21","Bacterial Genetics and Biotechnology","Bacterial biofilms and quorum sensing","Photosynthetic Processes and Mechanisms","","","1.0","1.0","1.0","","","1","Bacterial Genetics and Biotechnology|Bacterial biofilms and quorum sensing|Photosynthetic Processes and Mechanisms"
"2024-11-22","Bacterial Genetics and Biotechnology","Bacteriophages and microbial interactions","RNA and protein synthesis mechanisms","DNA Repair Mechanisms","Escherichia coli research studies","5.0","2.0","2.0","1.0","1.0","5","Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|RNA and protein synthesis mechanisms|DNA Repair Mechanisms|Escherichia coli research studies"
"2024-11-24","Bacterial Genetics and Biotechnology","Biochemical and Structural Characterization","Glycosylation and Glycoproteins Research","Microbial Metabolic Engineering and Bioproduction","Protein Structure and Dynamics","2.0","1.0","1.0","1.0","1.0","2","Bacterial Genetics and Biotechnology|Biochemical and Structural Characterization|Glycosylation and Glycoproteins Research|Microbial Metabolic Engineering and Bioproduction|Protein Structure and Dynamics"
"2024-11-25","Bacterial Genetics and Biotechnology","DNA and Nucleic Acid Chemistry","Nanopore and Nanochannel Transport Studies","","","1.0","1.0","1.0","","","1","Bacterial Genetics and Biotechnology|DNA and Nucleic Acid Chemistry|Nanopore and Nanochannel Transport Studies"
"2024-11-26","Bacterial Genetics and Biotechnology","RNA and protein synthesis mechanisms","Bacteriophages and microbial interactions","Enzyme Production and Characterization","Glycosylation and Glycoproteins Research","4.0","2.0","1.0","1.0","1.0","4","Bacterial Genetics and Biotechnology|RNA and protein synthesis mechanisms|Bacteriophages and microbial interactions|Enzyme Production and Characterization|Glycosylation and Glycoproteins Research"
"2024-11-27","Bacterial Genetics and Biotechnology","Bacterial biofilms and quorum sensing","Bacteriophages and microbial interactions","Genomics and Phylogenetic Studies","Microbial Natural Products and Biosynthesis","2.0","1.0","1.0","1.0","1.0","2","Bacterial Genetics and Biotechnology|Bacterial biofilms and quorum sensing|Bacteriophages and microbial interactions|Genomics and Phylogenetic Studies|Microbial Natural Products and Biosynthesis"
"2024-11-28","Bacterial Genetics and Biotechnology","Cellular transport and secretion","Endoplasmic Reticulum Stress and Disease","","","1.0","1.0","1.0","","","1","Bacterial Genetics and Biotechnology|Cellular transport and secretion|Endoplasmic Reticulum Stress and Disease"
"2024-11-29","Bacterial Genetics and Biotechnology","Biofuel production and bioconversion","Enzyme Structure and Function","Gene Regulatory Network Analysis","Genomics and Phylogenetic Studies","3.0","1.0","1.0","1.0","1.0","3","Bacterial Genetics and Biotechnology|Biofuel production and bioconversion|Enzyme Structure and Function|Gene Regulatory Network Analysis|Genomics and Phylogenetic Studies"
"2024-12-01","Bacterial Genetics and Biotechnology","Antibiotic Resistance in Bacteria","Bacteriophages and microbial interactions","RNA and protein synthesis mechanisms","Arsenic contamination and mitigation","5.0","2.0","2.0","2.0","1.0","5","Bacterial Genetics and Biotechnology|Antibiotic Resistance in Bacteria|Bacteriophages and microbial interactions|RNA and protein synthesis mechanisms|Arsenic contamination and mitigation"
"2024-12-02","Bacterial Genetics and Biotechnology","Bacterial biofilms and quorum sensing","Biofuel production and bioconversion","Cancer Research and Treatments","Escherichia coli research studies","4.0","1.0","1.0","1.0","1.0","4","Bacterial Genetics and Biotechnology|Bacterial biofilms and quorum sensing|Biofuel production and bioconversion|Cancer Research and Treatments|Escherichia coli research studies"
"2024-12-03","Bacterial Genetics and Biotechnology","Enzyme Structure and Function","Trace Elements in Health","","","1.0","1.0","1.0","","","1","Bacterial Genetics and Biotechnology|Enzyme Structure and Function|Trace Elements in Health"
"2024-12-04","Bacterial Genetics and Biotechnology","Glycosylation and Glycoproteins Research","RNA and protein synthesis mechanisms","Bacterial biofilms and quorum sensing","Bacteriophages and microbial interactions","3.0","2.0","2.0","1.0","1.0","3","Bacterial Genetics and Biotechnology|Glycosylation and Glycoproteins Research|RNA and protein synthesis mechanisms|Bacterial biofilms and quorum sensing|Bacteriophages and microbial interactions"
"2024-12-05","Bacterial Genetics and Biotechnology","Genomics and Phylogenetic Studies","Antibiotic Resistance in Bacteria","Bacteriophages and microbial interactions","Legume Nitrogen Fixing Symbiosis","3.0","2.0","1.0","1.0","1.0","3","Bacterial Genetics and Biotechnology|Genomics and Phylogenetic Studies|Antibiotic Resistance in Bacteria|Bacteriophages and microbial interactions|Legume Nitrogen Fixing Symbiosis"
"2024-12-06","Bacterial Genetics and Biotechnology","Bacteriophages and microbial interactions","Genomics and Phylogenetic Studies","Microbial Metabolic Engineering and Bioproduction","RNA and protein synthesis mechanisms","2.0","1.0","1.0","1.0","1.0","2","Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|Genomics and Phylogenetic Studies|Microbial Metabolic Engineering and Bioproduction|RNA and protein synthesis mechanisms"
"2024-12-09","Bacterial Genetics and Biotechnology","Bacteriophages and microbial interactions","CRISPR and Genetic Engineering","","","2.0","1.0","1.0","","","2","Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|CRISPR and Genetic Engineering"
"2024-12-11","Antibiotic Resistance in Bacteria","Bacterial Genetics and Biotechnology","Gut microbiota and health","","","1.0","1.0","1.0","","","1","Antibiotic Resistance in Bacteria|Bacterial Genetics and Biotechnology|Gut microbiota and health"
"2024-12-12","Bacterial Genetics and Biotechnology","Bacterial biofilms and quorum sensing","Fungal and yeast genetics research","Genomics and Phylogenetic Studies","RNA and protein synthesis mechanisms","2.0","1.0","1.0","1.0","1.0","2","Bacterial Genetics and Biotechnology|Bacterial biofilms and quorum sensing|Fungal and yeast genetics research|Genomics and Phylogenetic Studies|RNA and protein synthesis mechanisms"
"2024-12-13","Bacterial Genetics and Biotechnology","RNA and protein synthesis mechanisms","Bacteriophages and microbial interactions","Antibiotic Resistance in Bacteria","CRISPR and Genetic Engineering","6.0","3.0","2.0","1.0","1.0","6","Bacterial Genetics and Biotechnology|RNA and protein synthesis mechanisms|Bacteriophages and microbial interactions|Antibiotic Resistance in Bacteria|CRISPR and Genetic Engineering"
