"date","top1","top2","top3","top4","top5","top1_count","top2_count","top3_count","top4_count","top5_count","total_publications","top_list"
"2024-09-24","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Electron and X-Ray Spectroscopy Techniques","Advanced Memory and Neural Computing","Advancements in Battery Materials","11.0","4.0","2.0","1.0","1.0","11","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Electron and X-Ray Spectroscopy Techniques|Advanced Memory and Neural Computing|Advancements in Battery Materials"
"2024-09-25","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Integrated Circuits and Semiconductor Failure Analysis","Advanced Memory and Neural Computing","3D IC and TSV technologies","22.0","8.0","5.0","3.0","2.0","22","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Integrated Circuits and Semiconductor Failure Analysis|Advanced Memory and Neural Computing|3D IC and TSV technologies"
"2024-09-26","Semiconductor materials and devices","Copper Interconnects and Reliability","Diamond and Carbon-based Materials Research","Integrated Circuits and Semiconductor Failure Analysis","Advanced Memory and Neural Computing","8.0","3.0","2.0","2.0","1.0","8","Semiconductor materials and devices|Copper Interconnects and Reliability|Diamond and Carbon-based Materials Research|Integrated Circuits and Semiconductor Failure Analysis|Advanced Memory and Neural Computing"
"2024-09-27","Semiconductor materials and devices","Electronic and Structural Properties of Oxides","GaN-based semiconductor devices and materials","Semiconductor materials and interfaces","Advanced Surface Polishing Techniques","12.0","2.0","2.0","2.0","1.0","12","Semiconductor materials and devices|Electronic and Structural Properties of Oxides|GaN-based semiconductor devices and materials|Semiconductor materials and interfaces|Advanced Surface Polishing Techniques"
"2024-09-28","Semiconductor materials and devices","Innovation Policy and R&D","Advanced Memory and Neural Computing","Advancements in Semiconductor Devices and Circuit Design","Advancements in Battery Materials","6.0","3.0","2.0","2.0","1.0","6","Semiconductor materials and devices|Innovation Policy and R&D|Advanced Memory and Neural Computing|Advancements in Semiconductor Devices and Circuit Design|Advancements in Battery Materials"
"2024-09-29","Catalytic Processes in Materials Science","Ion-surface interactions and analysis","Semiconductor materials and devices","","","1.0","1.0","1.0","","","1","Catalytic Processes in Materials Science|Ion-surface interactions and analysis|Semiconductor materials and devices"
"2024-09-30","Semiconductor materials and devices","Metal and Thin Film Mechanics","Advancements in Semiconductor Devices and Circuit Design","Electronic and Structural Properties of Oxides","Molecular Junctions and Nanostructures","11.0","3.0","2.0","2.0","2.0","11","Semiconductor materials and devices|Metal and Thin Film Mechanics|Advancements in Semiconductor Devices and Circuit Design|Electronic and Structural Properties of Oxides|Molecular Junctions and Nanostructures"
"2024-10-01","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Electronic and Structural Properties of Oxides","GaN-based semiconductor devices and materials","Semiconductor materials and interfaces","42.0","7.0","6.0","5.0","5.0","42","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Electronic and Structural Properties of Oxides|GaN-based semiconductor devices and materials|Semiconductor materials and interfaces"
"2024-10-02","Semiconductor materials and devices","Electron and X-Ray Spectroscopy Techniques","Semiconductor materials and interfaces","3D IC and TSV technologies","Advancements in Semiconductor Devices and Circuit Design","6.0","2.0","2.0","1.0","1.0","6","Semiconductor materials and devices|Electron and X-Ray Spectroscopy Techniques|Semiconductor materials and interfaces|3D IC and TSV technologies|Advancements in Semiconductor Devices and Circuit Design"
"2024-10-03","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Copper Interconnects and Reliability","Electronic and Structural Properties of Oxides","Synthesis and properties of polymers","7.0","2.0","2.0","2.0","2.0","7","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Copper Interconnects and Reliability|Electronic and Structural Properties of Oxides|Synthesis and properties of polymers"
"2024-10-04","Semiconductor materials and devices","Advanced Memory and Neural Computing","Advancements in Semiconductor Devices and Circuit Design","Electronic and Structural Properties of Oxides","Silicon Nanostructures and Photoluminescence","7.0","2.0","2.0","2.0","2.0","7","Semiconductor materials and devices|Advanced Memory and Neural Computing|Advancements in Semiconductor Devices and Circuit Design|Electronic and Structural Properties of Oxides|Silicon Nanostructures and Photoluminescence"
"2024-10-05","Semiconductor materials and devices","Advanced Memory and Neural Computing","Advancements in Semiconductor Devices and Circuit Design","Copper Interconnects and Reliability","Electrodeposition and Electroless Coatings","4.0","1.0","1.0","1.0","1.0","4","Semiconductor materials and devices|Advanced Memory and Neural Computing|Advancements in Semiconductor Devices and Circuit Design|Copper Interconnects and Reliability|Electrodeposition and Electroless Coatings"
"2024-10-06","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Integrated Circuits and Semiconductor Failure Analysis","Advanced Data Storage Technologies","Advanced Memory and Neural Computing","10.0","5.0","4.0","1.0","1.0","10","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Integrated Circuits and Semiconductor Failure Analysis|Advanced Data Storage Technologies|Advanced Memory and Neural Computing"
"2024-10-07","Semiconductor materials and devices","Electronic and Structural Properties of Oxides","Analytical Chemistry and Sensors","CCD and CMOS Imaging Sensors","Catalytic Processes in Materials Science","6.0","3.0","1.0","1.0","1.0","6","Semiconductor materials and devices|Electronic and Structural Properties of Oxides|Analytical Chemistry and Sensors|CCD and CMOS Imaging Sensors|Catalytic Processes in Materials Science"
"2024-10-08","Semiconductor materials and devices","Advanced Memory and Neural Computing","Advancements in Semiconductor Devices and Circuit Design","Ferroelectric and Negative Capacitance Devices","3D IC and TSV technologies","9.0","2.0","2.0","2.0","1.0","9","Semiconductor materials and devices|Advanced Memory and Neural Computing|Advancements in Semiconductor Devices and Circuit Design|Ferroelectric and Negative Capacitance Devices|3D IC and TSV technologies"
"2024-10-09","Semiconductor materials and devices","Electronic and Structural Properties of Oxides","Advanced Memory and Neural Computing","Advancements in Semiconductor Devices and Circuit Design","Ferroelectric and Negative Capacitance Devices","14.0","3.0","2.0","2.0","2.0","14","Semiconductor materials and devices|Electronic and Structural Properties of Oxides|Advanced Memory and Neural Computing|Advancements in Semiconductor Devices and Circuit Design|Ferroelectric and Negative Capacitance Devices"
"2024-10-10","Semiconductor materials and devices","Electronic and Structural Properties of Oxides","Advancements in Battery Materials","Advancements in Semiconductor Devices and Circuit Design","Analytical Chemistry and Sensors","6.0","3.0","1.0","1.0","1.0","6","Semiconductor materials and devices|Electronic and Structural Properties of Oxides|Advancements in Battery Materials|Advancements in Semiconductor Devices and Circuit Design|Analytical Chemistry and Sensors"
"2024-10-11","Semiconductor materials and devices","Acoustic Wave Resonator Technologies","Advanced Memory and Neural Computing","Advanced ceramic materials synthesis","Advancements in Semiconductor Devices and Circuit Design","6.0","1.0","1.0","1.0","1.0","6","Semiconductor materials and devices|Acoustic Wave Resonator Technologies|Advanced Memory and Neural Computing|Advanced ceramic materials synthesis|Advancements in Semiconductor Devices and Circuit Design"
"2024-10-12","Advanced Surface Polishing Techniques","Advancements in Photolithography Techniques","Semiconductor materials and devices","","","1.0","1.0","1.0","","","1","Advanced Surface Polishing Techniques|Advancements in Photolithography Techniques|Semiconductor materials and devices"
"2024-10-13","Semiconductor materials and devices","Advanced Data Storage Technologies","Advanced Memory and Neural Computing","Advancements in Battery Materials","Advancements in Semiconductor Devices and Circuit Design","7.0","1.0","1.0","1.0","1.0","7","Semiconductor materials and devices|Advanced Data Storage Technologies|Advanced Memory and Neural Computing|Advancements in Battery Materials|Advancements in Semiconductor Devices and Circuit Design"
"2024-10-14","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Advanced Memory and Neural Computing","Ferroelectric and Negative Capacitance Devices","Advanced Surface Polishing Techniques","11.0","5.0","2.0","2.0","1.0","11","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Advanced Memory and Neural Computing|Ferroelectric and Negative Capacitance Devices|Advanced Surface Polishing Techniques"
"2024-10-15","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Digital Radiography and Breast Imaging","Ferroelectric and Piezoelectric Materials","Integrated Circuits and Semiconductor Failure Analysis","4.0","1.0","1.0","1.0","1.0","4","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Digital Radiography and Breast Imaging|Ferroelectric and Piezoelectric Materials|Integrated Circuits and Semiconductor Failure Analysis"
"2024-10-16","Semiconductor materials and devices","Ion-surface interactions and analysis","Silicon and Solar Cell Technologies","3D IC and TSV technologies","Acoustic Wave Resonator Technologies","11.0","2.0","2.0","1.0","1.0","11","Semiconductor materials and devices|Ion-surface interactions and analysis|Silicon and Solar Cell Technologies|3D IC and TSV technologies|Acoustic Wave Resonator Technologies"
"2024-10-17","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Advanced Memory and Neural Computing","Advanced Surface Polishing Techniques","Advanced ceramic materials synthesis","7.0","3.0","2.0","1.0","1.0","7","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Advanced Memory and Neural Computing|Advanced Surface Polishing Techniques|Advanced ceramic materials synthesis"
"2024-10-18","Semiconductor materials and devices","Ferroelectric and Negative Capacitance Devices","Advancements in Semiconductor Devices and Circuit Design","Copper Interconnects and Reliability","Diamond and Carbon-based Materials Research","13.0","3.0","2.0","2.0","2.0","13","Semiconductor materials and devices|Ferroelectric and Negative Capacitance Devices|Advancements in Semiconductor Devices and Circuit Design|Copper Interconnects and Reliability|Diamond and Carbon-based Materials Research"
"2024-10-20","Semiconductor materials and devices","Advanced DC-DC Converters","Advancements in Semiconductor Devices and Circuit Design","Silicon Carbide Semiconductor Technologies","Advanced Machining and Optimization Techniques","8.0","2.0","2.0","2.0","1.0","8","Semiconductor materials and devices|Advanced DC-DC Converters|Advancements in Semiconductor Devices and Circuit Design|Silicon Carbide Semiconductor Technologies|Advanced Machining and Optimization Techniques"
"2024-10-21","Semiconductor materials and devices","Advanced Memory and Neural Computing","Advancements in Semiconductor Devices and Circuit Design","Semiconductor materials and interfaces","Ferroelectric and Negative Capacitance Devices","16.0","3.0","3.0","3.0","2.0","16","Semiconductor materials and devices|Advanced Memory and Neural Computing|Advancements in Semiconductor Devices and Circuit Design|Semiconductor materials and interfaces|Ferroelectric and Negative Capacitance Devices"
"2024-10-22","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Copper Interconnects and Reliability","Ferroelectric and Negative Capacitance Devices","Electron and X-Ray Spectroscopy Techniques","17.0","6.0","4.0","3.0","2.0","17","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Copper Interconnects and Reliability|Ferroelectric and Negative Capacitance Devices|Electron and X-Ray Spectroscopy Techniques"
"2024-10-23","Semiconductor materials and devices","Semiconductor materials and interfaces","ZnO doping and properties","Advanced Sensor and Energy Harvesting Materials","Advancements in Semiconductor Devices and Circuit Design","9.0","3.0","2.0","1.0","1.0","9","Semiconductor materials and devices|Semiconductor materials and interfaces|ZnO doping and properties|Advanced Sensor and Energy Harvesting Materials|Advancements in Semiconductor Devices and Circuit Design"
"2024-10-24","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Ferroelectric and Negative Capacitance Devices","Electron and X-Ray Spectroscopy Techniques","Electronic and Structural Properties of Oxides","10.0","4.0","4.0","2.0","2.0","10","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Ferroelectric and Negative Capacitance Devices|Electron and X-Ray Spectroscopy Techniques|Electronic and Structural Properties of Oxides"
"2024-10-25","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Advanced Memory and Neural Computing","Analog and Mixed-Signal Circuit Design","Thin-Film Transistor Technologies","12.0","4.0","2.0","2.0","2.0","12","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Advanced Memory and Neural Computing|Analog and Mixed-Signal Circuit Design|Thin-Film Transistor Technologies"
"2024-10-27","Semiconductor materials and devices","Ferroelectric and Negative Capacitance Devices","Advanced Memory and Neural Computing","Advancements in Semiconductor Devices and Circuit Design","Anodic Oxide Films and Nanostructures","8.0","2.0","1.0","1.0","1.0","8","Semiconductor materials and devices|Ferroelectric and Negative Capacitance Devices|Advanced Memory and Neural Computing|Advancements in Semiconductor Devices and Circuit Design|Anodic Oxide Films and Nanostructures"
"2024-10-28","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Ferroelectric and Negative Capacitance Devices","Gas Sensing Nanomaterials and Sensors","ZnO doping and properties","11.0","3.0","2.0","2.0","2.0","11","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Ferroelectric and Negative Capacitance Devices|Gas Sensing Nanomaterials and Sensors|ZnO doping and properties"
"2024-10-29","Semiconductor materials and devices","Advanced Memory and Neural Computing","Advancements in Semiconductor Devices and Circuit Design","Advanced Data Storage Technologies","Electronic and Structural Properties of Oxides","9.0","3.0","3.0","1.0","1.0","9","Semiconductor materials and devices|Advanced Memory and Neural Computing|Advancements in Semiconductor Devices and Circuit Design|Advanced Data Storage Technologies|Electronic and Structural Properties of Oxides"
"2024-10-30","Semiconductor materials and devices","Electron and X-Ray Spectroscopy Techniques","3D IC and TSV technologies","Advanced Semiconductor Detectors and Materials","Advancements in Battery Materials","7.0","2.0","1.0","1.0","1.0","7","Semiconductor materials and devices|Electron and X-Ray Spectroscopy Techniques|3D IC and TSV technologies|Advanced Semiconductor Detectors and Materials|Advancements in Battery Materials"
"2024-10-31","Semiconductor materials and devices","Silicon Carbide Semiconductor Technologies","3D IC and TSV technologies","Advanced Memory and Neural Computing","Advancements in Semiconductor Devices and Circuit Design","6.0","2.0","1.0","1.0","1.0","6","Semiconductor materials and devices|Silicon Carbide Semiconductor Technologies|3D IC and TSV technologies|Advanced Memory and Neural Computing|Advancements in Semiconductor Devices and Circuit Design"
"2024-11-01","Semiconductor materials and devices","Electronic and Structural Properties of Oxides","Semiconductor materials and interfaces","Advancements in Semiconductor Devices and Circuit Design","Catalytic Processes in Materials Science","32.0","11.0","4.0","3.0","3.0","32","Semiconductor materials and devices|Electronic and Structural Properties of Oxides|Semiconductor materials and interfaces|Advancements in Semiconductor Devices and Circuit Design|Catalytic Processes in Materials Science"
"2024-11-02","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Advanced Materials Characterization Techniques","Advanced Memory and Neural Computing","Analytical Chemistry and Sensors","6.0","3.0","1.0","1.0","1.0","6","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Advanced Materials Characterization Techniques|Advanced Memory and Neural Computing|Analytical Chemistry and Sensors"
"2024-11-03","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Integrated Circuits and Semiconductor Failure Analysis","Advancements in Battery Materials","Metal and Thin Film Mechanics","5.0","3.0","2.0","1.0","1.0","5","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Integrated Circuits and Semiconductor Failure Analysis|Advancements in Battery Materials|Metal and Thin Film Mechanics"
"2024-11-04","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Advanced Memory and Neural Computing","Advanced Surface Polishing Techniques","Boron and Carbon Nanomaterials Research","7.0","2.0","1.0","1.0","1.0","7","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Advanced Memory and Neural Computing|Advanced Surface Polishing Techniques|Boron and Carbon Nanomaterials Research"
"2024-11-05","Semiconductor materials and devices","Electronic and Structural Properties of Oxides","Advancements in Semiconductor Devices and Circuit Design","Diamond and Carbon-based Materials Research","Electron and X-Ray Spectroscopy Techniques","7.0","5.0","2.0","1.0","1.0","7","Semiconductor materials and devices|Electronic and Structural Properties of Oxides|Advancements in Semiconductor Devices and Circuit Design|Diamond and Carbon-based Materials Research|Electron and X-Ray Spectroscopy Techniques"
"2024-11-06","Semiconductor materials and devices","Anodic Oxide Films and Nanostructures","Electronic and Structural Properties of Oxides","Advanced ceramic materials synthesis","Catalytic Processes in Materials Science","5.0","2.0","2.0","1.0","1.0","5","Semiconductor materials and devices|Anodic Oxide Films and Nanostructures|Electronic and Structural Properties of Oxides|Advanced ceramic materials synthesis|Catalytic Processes in Materials Science"
"2024-11-07","Semiconductor materials and devices","Ferroelectric and Negative Capacitance Devices","Advanced Memory and Neural Computing","Metal and Thin Film Mechanics","Semiconductor materials and interfaces","11.0","3.0","2.0","2.0","2.0","11","Semiconductor materials and devices|Ferroelectric and Negative Capacitance Devices|Advanced Memory and Neural Computing|Metal and Thin Film Mechanics|Semiconductor materials and interfaces"
"2024-11-08","Semiconductor materials and devices","Advancements in Battery Materials","MXene and MAX Phase Materials","ZnO doping and properties","3D IC and TSV technologies","11.0","2.0","2.0","2.0","1.0","11","Semiconductor materials and devices|Advancements in Battery Materials|MXene and MAX Phase Materials|ZnO doping and properties|3D IC and TSV technologies"
"2024-11-09","Semiconductor materials and devices","Advancements in Battery Materials","Electrostatic Discharge in Electronics","Ferroelectric and Negative Capacitance Devices","GaN-based semiconductor devices and materials","3.0","1.0","1.0","1.0","1.0","3","Semiconductor materials and devices|Advancements in Battery Materials|Electrostatic Discharge in Electronics|Ferroelectric and Negative Capacitance Devices|GaN-based semiconductor devices and materials"
"2024-11-10","Semiconductor materials and devices","Advanced Battery Technologies Research","Advanced Materials Characterization Techniques","Advanced Memory and Neural Computing","Advancements in Semiconductor Devices and Circuit Design","3.0","1.0","1.0","1.0","1.0","3","Semiconductor materials and devices|Advanced Battery Technologies Research|Advanced Materials Characterization Techniques|Advanced Memory and Neural Computing|Advancements in Semiconductor Devices and Circuit Design"
"2024-11-11","Semiconductor materials and devices","Advancements in Battery Materials","Advanced Memory and Neural Computing","Advanced Data Storage Technologies","Advancements in Semiconductor Devices and Circuit Design","6.0","3.0","2.0","1.0","1.0","6","Semiconductor materials and devices|Advancements in Battery Materials|Advanced Memory and Neural Computing|Advanced Data Storage Technologies|Advancements in Semiconductor Devices and Circuit Design"
"2024-11-12","Semiconductor materials and devices","Electronic and Structural Properties of Oxides","Electron and X-Ray Spectroscopy Techniques","Integrated Circuits and Semiconductor Failure Analysis","Plasma Diagnostics and Applications","8.0","3.0","2.0","2.0","2.0","8","Semiconductor materials and devices|Electronic and Structural Properties of Oxides|Electron and X-Ray Spectroscopy Techniques|Integrated Circuits and Semiconductor Failure Analysis|Plasma Diagnostics and Applications"
"2024-11-13","Semiconductor materials and devices","Advancements in Semiconductor Devices and Circuit Design","Integrated Circuits and Semiconductor Failure Analysis","Advanced Memory and Neural Computing","Electronic and Structural Properties of Oxides","8.0","3.0","2.0","1.0","1.0","8","Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Integrated Circuits and Semiconductor Failure Analysis|Advanced Memory and Neural Computing|Electronic and Structural Properties of Oxides"
"2024-11-14","Semiconductor materials and devices","Electronic and Structural Properties of Oxides","Advancements in Semiconductor Devices and Circuit Design","Catalytic Processes in Materials Science","Low-power high-performance VLSI design","3.0","2.0","1.0","1.0","1.0","3","Semiconductor materials and devices|Electronic and Structural Properties of Oxides|Advancements in Semiconductor Devices and Circuit Design|Catalytic Processes in Materials Science|Low-power high-performance VLSI design"
