date,close,volume,ticker
2025-07-18,155.4426,2984,BBH
2025-07-21,154.7898,15628,BBH
2025-07-22,160.5866,13170,BBH
2025-07-23,163.3773,20523,BBH
2025-07-24,165.1235,12359,BBH
2025-07-25,164.9798,7488,BBH
2025-07-28,163.2404,5915,BBH
2025-07-29,164.1365,5333,BBH
2025-07-30,163.77,3967,BBH
2025-07-31,162.036,5559,BBH
2025-08-01,162.5632,5112,BBH
2025-08-04,165.1803,4812,BBH
2025-08-05,161.2335,10998,BBH
2025-08-06,157.7349,4759,BBH
2025-08-07,157.4907,7026,BBH
2025-08-08,159.3354,4553,BBH
2025-08-11,159.0271,3107,BBH
2025-08-12,161.6213,14755,BBH
2025-08-13,164.7903,3393,BBH
2025-08-14,165.0422,3500,BBH
2025-08-15,166.8494,5710,BBH
2025-08-18,166.26,8062,BBH
2025-08-19,166.5478,5519,BBH
2025-08-20,167.3176,3960,BBH
2025-08-21,166.726,4016,BBH
2025-08-22,167.0449,4501,BBH
2025-08-25,164.3414,3557,BBH
2025-08-26,165.5053,1702,BBH
2025-08-27,165.394,1282,BBH
2025-08-28,164.5544,1736,BBH
2025-08-29,165.1789,4678,BBH
