date,pub_count,close_mean,ret_1d,ret_fwd_5d,volume_sum,vol_4w,vol_growth,vol_z,pub_4w,pub_growth,pub_z,y_up_5d,top1,top2,top3,top4,top5,top1_count,top2_count,top3_count,top4_count,top5_count,total_publications,top1_share,top2_share,top3_share,top4_share,top5_share,top_list
2024-09-17,6,124.39,-0.0023659622248064,-0.0200578824664362,10352114,86326569.0,0.2678288302962683,,70.0,0.19999999999999996,,0,Bacterial Genetics and Biotechnology,Bacteriophages and microbial interactions,Protein Structure and Dynamics,RNA and protein synthesis mechanisms,CRISPR and Genetic Engineering,6.0,3.0,2.0,2.0,1.0,16.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|Protein Structure and Dynamics|RNA and protein synthesis mechanisms|CRISPR and Genetic Engineering
2024-09-18,5,124.165,-0.0018088270761316,-0.0318125075504369,12586650,98913219.0,0.2158531098092622,,75.0,-0.16666666666666663,,0,Bacterial Genetics and Biotechnology,RNA and protein synthesis mechanisms,Bacterial biofilms and quorum sensing,Bacteriophages and microbial interactions,Cancer therapeutics and mechanisms,5.0,3.0,2.0,1.0,1.0,15.0,1.0,0.6,0.4,0.2,0.2,Bacterial Genetics and Biotechnology|RNA and protein synthesis mechanisms|Bacterial biofilms and quorum sensing|Bacteriophages and microbial interactions|Cancer therapeutics and mechanisms
2024-09-19,5,125.95,0.0143760318930454,-0.0375942834458118,14643087,113556306.0,0.1633823932499911,,80.0,0.0,,0,Bacterial Genetics and Biotechnology,Microbial Community Ecology and Physiology,Bacterial biofilms and quorum sensing,Bacteriophages and microbial interactions,Biochemical and Structural Characterization,5.0,2.0,1.0,1.0,1.0,13.0,1.0,0.4,0.2,0.2,0.2,Bacterial Genetics and Biotechnology|Microbial Community Ecology and Physiology|Bacterial biofilms and quorum sensing|Bacteriophages and microbial interactions|Biochemical and Structural Characterization
2024-09-20,1,124.795,-0.009170305676856,-0.0250811330582153,9530923,123087229.0,-0.3491179148221957,,81.0,-0.8,,0,Bacterial Genetics and Biotechnology,Protein Structure and Dynamics,RNA and protein synthesis mechanisms,,,1.0,1.0,1.0,,,3.0,1.0,1.0,1.0,,,Bacterial Genetics and Biotechnology|Protein Structure and Dynamics|RNA and protein synthesis mechanisms
2024-09-23,4,122.385,-0.0193116711406705,-0.0015116231564327,11220413,134307642.0,0.1772640488229733,,85.0,3.0,,0,Bacterial Genetics and Biotechnology,Bacterial biofilms and quorum sensing,Antibiotic Resistance in Bacteria,Bacteriophages and microbial interactions,Biochemical and Structural Characterization,4.0,2.0,1.0,1.0,1.0,12.0,1.0,0.5,0.25,0.25,0.25,Bacterial Genetics and Biotechnology|Bacterial biofilms and quorum sensing|Antibiotic Resistance in Bacteria|Bacteriophages and microbial interactions|Biochemical and Structural Characterization
2024-09-24,4,121.895,-0.0040037586305511,-0.0043069855203249,9258202,143565844.0,-0.1748786787081723,,89.0,0.0,,0,Bacterial Genetics and Biotechnology,Advanced Proteomics Techniques and Applications,Bacterial Infections and Vaccines,Enzyme Structure and Function,Microbial Fuel Cells and Bioremediation,4.0,1.0,1.0,1.0,1.0,12.0,1.0,0.25,0.25,0.25,0.25,Bacterial Genetics and Biotechnology|Advanced Proteomics Techniques and Applications|Bacterial Infections and Vaccines|Enzyme Structure and Function|Microbial Fuel Cells and Bioremediation
2024-09-25,3,120.215,-0.0137823536650396,0.0102316682610323,9473853,153039697.0,0.0232929676842219,,92.0,-0.25,,1,Bacterial Genetics and Biotechnology,Antibiotic Resistance in Bacteria,Bacterial biofilms and quorum sensing,Bacteriophages and microbial interactions,Mycobacterium research and diagnosis,3.0,1.0,1.0,1.0,1.0,9.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,Bacterial Genetics and Biotechnology|Antibiotic Resistance in Bacteria|Bacterial biofilms and quorum sensing|Bacteriophages and microbial interactions|Mycobacterium research and diagnosis
2024-09-26,2,121.215,0.008318429480514,-0.0131171884667739,7492076,160531773.0,-0.209183845263379,,94.0,-0.33333333333333337,,0,Bacterial Genetics and Biotechnology,Genomics and Chromatin Dynamics,RNA and protein synthesis mechanisms,Vibrio bacteria research studies,"Yersinia bacterium, plague, ectoparasites research",2.0,1.0,1.0,1.0,1.0,6.0,1.0,0.5,0.5,0.5,0.5,"Bacterial Genetics and Biotechnology|Genomics and Chromatin Dynamics|RNA and protein synthesis mechanisms|Vibrio bacteria research studies|Yersinia bacterium, plague, ectoparasites research"
2024-09-27,2,121.665,0.0037124118302189,-0.007890519048206,7311707,167843480.0,-0.0240746356550574,,96.0,0.0,,0,Bacterial Genetics and Biotechnology,Bacterial biofilms and quorum sensing,Probiotics and Fermented Foods,Protein Structure and Dynamics,RNA and protein synthesis mechanisms,2.0,1.0,1.0,1.0,1.0,6.0,1.0,0.5,0.5,0.5,0.5,Bacterial Genetics and Biotechnology|Bacterial biofilms and quorum sensing|Probiotics and Fermented Foods|Protein Structure and Dynamics|RNA and protein synthesis mechanisms
2024-09-30,4,122.2,0.0043973205112397,-0.0240998363338788,7997813,175841293.0,0.0938366376004946,,100.0,1.0,,0,Bacterial Genetics and Biotechnology,Antibiotic Resistance in Bacteria,Bacteriophages and microbial interactions,Biochemical and Structural Characterization,Cell Image Analysis Techniques,4.0,1.0,1.0,1.0,1.0,12.0,1.0,0.25,0.25,0.25,0.25,Bacterial Genetics and Biotechnology|Antibiotic Resistance in Bacteria|Bacteriophages and microbial interactions|Biochemical and Structural Characterization|Cell Image Analysis Techniques
2024-10-01,5,121.37,-0.0067921440261864,-0.0108758342259207,12507920,178055118.0,0.5639175359563922,,84.0,0.25,,0,Bacterial Genetics and Biotechnology,Bacteriophages and microbial interactions,Bacterial biofilms and quorum sensing,Biochemical and Structural Characterization,Genomics and Phylogenetic Studies,5.0,4.0,1.0,1.0,1.0,15.0,1.0,0.8,0.2,0.2,0.2,Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|Bacterial biofilms and quorum sensing|Biochemical and Structural Characterization|Genomics and Phylogenetic Studies
2024-10-02,2,121.445,0.0006179451264727,-0.0141627897402116,9280988,179196504.0,-0.2579910968410415,,83.0,-0.6,,0,Bacterial Genetics and Biotechnology,Antimicrobial Resistance in Staphylococcus,Bacteriophages and microbial interactions,Gene Regulatory Network Analysis,Photoreceptor and optogenetics research,2.0,1.0,1.0,1.0,1.0,6.0,1.0,0.5,0.5,0.5,0.5,Bacterial Genetics and Biotechnology|Antimicrobial Resistance in Staphylococcus|Bacteriophages and microbial interactions|Gene Regulatory Network Analysis|Photoreceptor and optogenetics research
2024-10-03,4,119.625,-0.0149862077483635,0.0005015673981192,6767393,179149055.0,-0.2708326958293664,,84.0,1.0,,1,Bacterial Genetics and Biotechnology,Antibiotic Resistance in Bacteria,Escherichia coli research studies,RNA and protein synthesis mechanisms,Evolution and Genetic Dynamics,4.0,2.0,2.0,2.0,1.0,12.0,1.0,0.5,0.5,0.5,0.25,Bacterial Genetics and Biotechnology|Antibiotic Resistance in Bacteria|Escherichia coli research studies|RNA and protein synthesis mechanisms|Evolution and Genetic Dynamics
2024-10-04,2,120.705,0.0090282131661443,0.0118470651588582,6622960,176442409.0,-0.0213424874246257,,85.0,-0.5,,1,Bacterial Genetics and Biotechnology,RNA and protein synthesis mechanisms,CRISPR and Genetic Engineering,Protein Structure and Dynamics,,2.0,2.0,1.0,1.0,,6.0,1.0,1.0,0.5,0.5,,Bacterial Genetics and Biotechnology|RNA and protein synthesis mechanisms|CRISPR and Genetic Engineering|Protein Structure and Dynamics
2024-10-07,0,119.255,-0.0120127583778635,0.0262882059452433,6647261,176290968.0,0.0036692053100124,,79.0,-1.0,,1,,,,,,,,,,,,,,,,,
2024-10-08,2,120.05,0.0066663871535785,0.0209496043315284,6033673,176827940.0,-0.0923068915151669,,81.0,,,1,Antibiotic Resistance in Bacteria,Bacterial Genetics and Biotechnology,Bacterial biofilms and quorum sensing,Clostridium difficile and Clostridium perfringens research,,2.0,2.0,1.0,1.0,,6.0,1.0,1.0,0.5,0.5,,Antibiotic Resistance in Bacteria|Bacterial Genetics and Biotechnology|Bacterial biofilms and quorum sensing|Clostridium difficile and Clostridium perfringens research
2024-10-09,1,119.725,-0.002707205331112,0.0300689079139695,6988920,177641632.0,0.1583193189289509,,69.0,-0.5,,1,Bacterial Genetics and Biotechnology,Probiotics and Fermented Foods,RNA and protein synthesis mechanisms,,,1.0,1.0,1.0,,,3.0,1.0,1.0,1.0,,,Bacterial Genetics and Biotechnology|Probiotics and Fermented Foods|RNA and protein synthesis mechanisms
2024-10-10,2,119.685,-0.0003340989768217,0.0234782971968083,7597387,178233526.0,0.0870616633185099,,64.0,1.0,,1,Bacterial Genetics and Biotechnology,Antibiotic Resistance in Bacteria,Bacteriophages and microbial interactions,DNA Repair Mechanisms,Genomics and Chromatin Dynamics,2.0,1.0,1.0,1.0,1.0,6.0,1.0,0.5,0.5,0.5,0.5,Bacterial Genetics and Biotechnology|Antibiotic Resistance in Bacteria|Bacteriophages and microbial interactions|DNA Repair Mechanisms|Genomics and Chromatin Dynamics
2024-10-11,2,122.135,0.0204704014705268,0.0060179309780161,9665003,180143573.0,0.2721483057266927,,61.0,0.0,,1,Bacterial Genetics and Biotechnology,Bacterial Identification and Susceptibility Testing,Escherichia coli research studies,Evolution and Genetic Dynamics,Microbial Metabolic Engineering and Bioproduction,2.0,1.0,1.0,1.0,1.0,6.0,1.0,0.5,0.5,0.5,0.5,Bacterial Genetics and Biotechnology|Bacterial Identification and Susceptibility Testing|Escherichia coli research studies|Evolution and Genetic Dynamics|Microbial Metabolic Engineering and Bioproduction
2024-10-14,2,122.39,0.0020878536046178,-0.0107851948688617,6759410,178737753.0,-0.3006303257226097,-0.8300605831120507,58.0,0.0,-0.5049064065019845,0,Bacterial Genetics and Biotechnology,DNA Repair Mechanisms,RNA and protein synthesis mechanisms,,,2.0,1.0,1.0,,,4.0,1.0,0.5,0.5,,,Bacterial Genetics and Biotechnology|DNA Repair Mechanisms|RNA and protein synthesis mechanisms
2024-10-15,2,122.565,0.0014298553803415,-0.0116672785868723,8085559,176471198.0,0.1961930109284686,-0.0817100285470024,54.0,0.0,-0.4948716593053935,0,Bacterial Genetics and Biotechnology,Bacteriophages and microbial interactions,Enzyme Structure and Function,,,2.0,1.0,1.0,,,4.0,1.0,0.5,0.5,,,Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|Enzyme Structure and Function
2024-10-16,2,123.325,0.0062007914167991,-0.0317048449219542,7193645,171078193.0,-0.1103095036471814,-0.5655521934968523,51.0,0.0,-0.4854159436188853,0,Bacterial Genetics and Biotechnology,RNA and protein synthesis mechanisms,Bacteriophages and microbial interactions,Microbial Metabolic Engineering and Bioproduction,,2.0,2.0,1.0,1.0,,6.0,1.0,1.0,0.5,0.5,,Bacterial Genetics and Biotechnology|RNA and protein synthesis mechanisms|Bacteriophages and microbial interactions|Microbial Metabolic Engineering and Bioproduction
2024-10-17,5,122.495,-0.0067301844719237,-0.025103065431242,8711953,165147059.0,0.2110624029959777,0.2515391030025705,51.0,1.5,0.26196945743909783,0,Bacterial Genetics and Biotechnology,Bacteriophages and microbial interactions,CRISPR and Genetic Engineering,RNA and protein synthesis mechanisms,Enzyme Production and Characterization,5.0,2.0,2.0,2.0,1.0,15.0,1.0,0.4,0.4,0.4,0.2,Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|CRISPR and Genetic Engineering|RNA and protein synthesis mechanisms|Enzyme Production and Characterization
2024-10-18,5,122.87,0.0030613494428344,-0.0288109383901685,5292433,160908569.0,-0.3925090045825545,-1.792740556856471,55.0,0.0,0.257938477285798,0,Bacterial Genetics and Biotechnology,Bacterial biofilms and quorum sensing,CRISPR and Genetic Engineering,Evolution and Genetic Dynamics,Gene Regulatory Network Analysis,5.0,1.0,1.0,1.0,1.0,13.0,1.0,0.2,0.2,0.2,0.2,Bacterial Genetics and Biotechnology|Bacterial biofilms and quorum sensing|CRISPR and Genetic Engineering|Evolution and Genetic Dynamics|Gene Regulatory Network Analysis
2024-10-21,3,121.07,-0.0146496296899161,-0.003758156438424,8275092,157963248.0,0.5635704788327032,0.0798125524403448,54.0,-0.4,-0.254088272478433,0,Bacterial Genetics and Biotechnology,RNA and protein synthesis mechanisms,Bacterial biofilms and quorum sensing,Enzyme Production and Characterization,Escherichia coli research studies,3.0,2.0,1.0,1.0,1.0,9.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,Bacterial Genetics and Biotechnology|RNA and protein synthesis mechanisms|Bacterial biofilms and quorum sensing|Enzyme Production and Characterization|Escherichia coli research studies
2024-10-22,0,121.135,0.0005368794912032,-0.0053246378008007,6455550,155160596.0,-0.2198817850000942,-0.9505034306687458,50.0,-1.0,-1.009210566400685,0,,,,,,,,,,,,,,,,,
2024-10-23,6,119.415,-0.0141990341354686,0.0083741573504165,9584592,155271335.0,0.4847057183353858,0.7177047686751579,53.0,,0.5492842793086712,1,Bacterial Genetics and Biotechnology,RNA and protein synthesis mechanisms,Bacteriophages and microbial interactions,Cancer Research and Treatments,Enzyme Structure and Function,6.0,5.0,4.0,1.0,1.0,18.0,1.0,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.16666666666666666,Bacterial Genetics and Biotechnology|RNA and protein synthesis mechanisms|Bacteriophages and microbial interactions|Cancer Research and Treatments|Enzyme Structure and Function
2024-10-24,1,119.42,4.1870786752218336e-05,-0.0063640931167309,5138689,152917948.0,-0.4638593901545313,-1.8371700919681355,52.0,-0.8333333333333334,-0.7544658750366214,0,Antimicrobial Peptides and Activities,Bacterial Genetics and Biotechnology,Bacterial biofilms and quorum sensing,,,1.0,1.0,1.0,,,3.0,1.0,1.0,1.0,,,Antimicrobial Peptides and Activities|Bacterial Genetics and Biotechnology|Bacterial biofilms and quorum sensing
2024-10-25,2,119.33,-0.0007536426059286,0.014036704935892,7001447,152607688.0,0.3624967379812245,-0.5479505021534576,52.0,1.0,-0.48134967959110775,1,Bacterial Genetics and Biotechnology,Bacteriophages and microbial interactions,Microbial Community Ecology and Physiology,Microbial Metabolic Engineering and Bioproduction,RNA and protein synthesis mechanisms,2.0,1.0,1.0,1.0,1.0,6.0,1.0,0.5,0.5,0.5,0.5,Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|Microbial Community Ecology and Physiology|Microbial Metabolic Engineering and Bioproduction|RNA and protein synthesis mechanisms
2024-10-28,4,120.615,0.0107684572194755,0.0034821539609499,6898970,151508845.0,-0.0146365458454517,-0.5992143436981162,52.0,1.0,0.05433515304962871,1,Bacterial Genetics and Biotechnology,Escherichia coli research studies,Genomics and Phylogenetic Studies,Microbial Inactivation Methods,Microbial Metabolic Engineering and Bioproduction,4.0,2.0,1.0,1.0,1.0,12.0,1.0,0.5,0.25,0.25,0.25,Bacterial Genetics and Biotechnology|Escherichia coli research studies|Genomics and Phylogenetic Studies|Microbial Inactivation Methods|Microbial Metabolic Engineering and Bioproduction
2024-10-29,4,120.49,-0.001036355345521,0.019503693252552,6871224,145872149.0,-0.0040217597699366,-0.605943378966932,51.0,0.0,0.053683235737386904,1,Bacterial Genetics and Biotechnology,Bacterial biofilms and quorum sensing,Bacteriophages and microbial interactions,Cancer Research and Treatments,Evolution and Genetic Dynamics,4.0,2.0,2.0,1.0,1.0,12.0,1.0,0.5,0.5,0.25,0.25,Bacterial Genetics and Biotechnology|Bacterial biofilms and quorum sensing|Bacteriophages and microbial interactions|Cancer Research and Treatments|Evolution and Genetic Dynamics
2024-10-30,4,120.415,-0.0006224582952942,0.0340904372378856,5754039,142345200.0,-0.1625889361196782,-1.3139546452447315,53.0,0.0,0.05305421732907509,1,Bacterial Genetics and Biotechnology,Lipid Membrane Structure and Behavior,Bacteriophages and microbial interactions,Microbial Metabolic Engineering and Bioproduction,Protein Structure and Dynamics,4.0,2.0,1.0,1.0,1.0,11.0,1.0,0.5,0.25,0.25,0.25,Bacterial Genetics and Biotechnology|Lipid Membrane Structure and Behavior|Bacteriophages and microbial interactions|Microbial Metabolic Engineering and Bioproduction|Protein Structure and Dynamics
2024-10-31,3,118.66,-0.0145745961881824,0.057770099443789,9822918,145400725.0,0.7071344146259697,0.914141057436616,52.0,-0.25,-0.22277145681250557,1,Bacterial Genetics and Biotechnology,Bacteriophages and microbial interactions,CRISPR and Genetic Engineering,Glycosylation and Glycoproteins Research,Monoclonal and Polyclonal Antibodies Research,3.0,1.0,1.0,1.0,1.0,9.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|CRISPR and Genetic Engineering|Glycosylation and Glycoproteins Research|Monoclonal and Polyclonal Antibodies Research
2024-11-01,14,121.005,0.0197623461992246,0.0455353084583283,8268147,147045912.0,-0.1582799530648632,0.1863513393213536,64.0,3.666666666666667,2.6045890670539475,1,Bacterial Genetics and Biotechnology,Antibiotic Resistance in Bacteria,Enzyme Structure and Function,Bacterial biofilms and quorum sensing,Bacteriophages and microbial interactions,14.0,3.0,3.0,2.0,2.0,42.0,1.0,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.14285714285714285,Bacterial Genetics and Biotechnology|Antibiotic Resistance in Bacteria|Enzyme Structure and Function|Bacterial biofilms and quorum sensing|Bacteriophages and microbial interactions
2024-11-04,6,121.035,0.0002479236395189,0.0379229148593383,7516984,147915635.0,-0.0908502231515719,-0.2168043235682789,70.0,-0.5714285714285714,0.5089962914134915,1,Bacterial Genetics and Biotechnology,Bacteriophages and microbial interactions,Biochemical and Molecular Research,DNA Repair Mechanisms,Enzyme Structure and Function,6.0,1.0,1.0,1.0,1.0,16.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|Biochemical and Molecular Research|DNA Repair Mechanisms|Enzyme Structure and Function
2024-11-05,2,122.84,0.0149130416821581,-0.0032969716704656,8109220,149991182.0,0.0787863856035877,0.108567294035163,70.0,-0.6666666666666667,-0.5365229851371043,0,Bacterial Genetics and Biotechnology,Bacterial biofilms and quorum sensing,Protein Structure and Dynamics,,,2.0,1.0,1.0,,,4.0,1.0,0.5,0.5,,,Bacterial Genetics and Biotechnology|Bacterial biofilms and quorum sensing|Protein Structure and Dynamics
2024-11-06,0,124.52,0.0136763269293389,-0.0210006424670735,18573546,161575808.0,1.290423246625446,3.225319582382438,69.0,-1.0,-1.0432673804417467,0,,,,,,,,,,,,,,,,,
2024-11-07,0,125.515,0.0079906842274335,-0.0556905549137554,9502042,163480463.0,-0.4884099137558332,0.628760625522559,67.0,,-1.020819061300719,0,,,,,,,,,,,,,,,,,
2024-11-08,4,126.515,0.0079671752380192,-0.1099474370627989,10702851,164518311.0,0.1263737836561866,1.0670047779500629,69.0,,0.03823712029246889,0,Bacterial Genetics and Biotechnology,RNA and protein synthesis mechanisms,Bacteriophages and microbial interactions,Escherichia coli research studies,Lipid Membrane Structure and Behavior,4.0,3.0,2.0,1.0,1.0,12.0,1.0,0.75,0.5,0.25,0.25,Bacterial Genetics and Biotechnology|RNA and protein synthesis mechanisms|Bacteriophages and microbial interactions|Escherichia coli research studies|Lipid Membrane Structure and Behavior
2024-11-11,2,125.625,-0.0070347389637592,-0.1044776119402984,11175180,168934081.0,0.0441311385162701,1.2037630969726114,69.0,-0.5,-0.4909523253326157,0,Bacterial Genetics and Biotechnology,Vibrio bacteria research studies,Bacterial biofilms and quorum sensing,Clostridium difficile and Clostridium perfringens research,,2.0,2.0,1.0,1.0,,6.0,1.0,1.0,0.5,0.5,,Bacterial Genetics and Biotechnology|Vibrio bacteria research studies|Bacterial biofilms and quorum sensing|Clostridium difficile and Clostridium perfringens research
2024-11-12,2,122.435,-0.0253930348258706,-0.0747743700739167,11118242,171966764.0,-0.0050950409747314,1.1565107334209823,69.0,0.0,-0.4850443071690792,0,Bacterial Genetics and Biotechnology,Bacteriophages and microbial interactions,Escherichia coli research studies,Probiotics and Fermented Foods,Vibrio bacteria research studies,2.0,1.0,1.0,1.0,1.0,6.0,1.0,0.5,0.5,0.5,0.5,Bacterial Genetics and Biotechnology|Bacteriophages and microbial interactions|Escherichia coli research studies|Probiotics and Fermented Foods|Vibrio bacteria research studies
2024-11-13,3,121.905,-0.0043288275411442,-0.0613592551577046,9053817,173826936.0,-0.1856790848769076,0.3628370723414794,70.0,0.5,-0.2110927875603125,0,Bacterial Genetics and Biotechnology,Bacterial biofilms and quorum sensing,Antibiotic Resistance in Bacteria,Bacteriophages and microbial interactions,Gene Regulatory Network Analysis,3.0,2.0,1.0,1.0,1.0,9.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,Bacterial Genetics and Biotechnology|Bacterial biofilms and quorum sensing|Antibiotic Resistance in Bacteria|Bacteriophages and microbial interactions|Gene Regulatory Network Analysis
2024-11-14,3,118.525,-0.0277265083466633,-0.0280531533431767,17163395,182278378.0,0.8957081858402927,2.6203202554185197,68.0,0.0,-0.20904095677888598,0,Bacterial Genetics and Biotechnology,Lipid Membrane Structure and Behavior,Antibiotic Resistance in Bacteria,Endoplasmic Reticulum Stress and Disease,Escherichia coli research studies,3.0,2.0,1.0,1.0,1.0,9.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,Bacterial Genetics and Biotechnology|Lipid Membrane Structure and Behavior|Antibiotic Resistance in Bacteria|Endoplasmic Reticulum Stress and Disease|Escherichia coli research studies
2024-11-15,3,112.605,-0.0499472685087535,0.039918298476977,33856614,210842559.0,0.972605885956712,4.135964025152457,66.0,0.0,-0.2070478527846062,1,Bacterial Genetics and Biotechnology,Antibiotic Resistance in Bacteria,Genomics and Phylogenetic Studies,Photosynthetic Processes and Mechanisms,Protist diversity and phylogeny,3.0,1.0,1.0,1.0,1.0,9.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,Bacterial Genetics and Biotechnology|Antibiotic Resistance in Bacteria|Genomics and Phylogenetic Studies|Photosynthetic Processes and Mechanisms|Protist diversity and phylogeny
2024-11-18,4,112.5,-0.000932463034501,0.0557333333333331,14046116,216613583.0,-0.5851293339611574,1.4428006771452102,67.0,0.33333333333333326,0.07181376021187703,1,Bacterial Genetics and Biotechnology,RNA and protein synthesis mechanisms,Enzyme Structure and Function,Escherichia coli research studies,Gene Regulatory Network Analysis,4.0,2.0,1.0,1.0,1.0,12.0,1.0,0.5,0.25,0.25,0.25,Bacterial Genetics and Biotechnology|RNA and protein synthesis mechanisms|Enzyme Structure and Function|Escherichia coli research studies|Gene Regulatory Network Analysis
