date,pub_count,close_mean,ret_1d,ret_fwd_5d,volume_sum,vol_4w,vol_growth,vol_z,pub_4w,pub_growth,pub_z,y_up_5d,top1,top2,top3,top4,top5,top1_count,top2_count,top3_count,top4_count,top5_count,total_publications,top1_share,top2_share,top3_share,top4_share,top5_share,top_list
2024-09-17,6,226.935,0.0004187973902309,0.0369929715557317,7026908,142253586.0,-0.1188888650645958,,168.0,-0.8064516129032258,,1,GaN-based semiconductor devices and materials,Ga2O3 and related materials,Microwave Engineering and Waveguides,Radio Frequency Integrated Circuit Design,Semiconductor materials and devices,6.0,1.0,1.0,1.0,1.0,14.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,GaN-based semiconductor devices and materials|Ga2O3 and related materials|Microwave Engineering and Waveguides|Radio Frequency Integrated Circuit Design|Semiconductor materials and devices
2024-09-18,3,224.39,-0.0112146649921784,0.0557734301885111,11971730,154225316.0,0.7036981272559708,,171.0,-0.5,,1,GaN-based semiconductor devices and materials,Ga2O3 and related materials,ZnO doping and properties,Optical Coatings and Gratings,Semiconductor Quantum Structures and Devices,3.0,2.0,2.0,1.0,1.0,9.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,GaN-based semiconductor devices and materials|Ga2O3 and related materials|ZnO doping and properties|Optical Coatings and Gratings|Semiconductor Quantum Structures and Devices
2024-09-19,9,234.04,0.0430054815276974,0.044800034182191,15878843,170104159.0,0.3263616035443499,,180.0,2.0,,1,GaN-based semiconductor devices and materials,Ga2O3 and related materials,Semiconductor Quantum Structures and Devices,Nanowire Synthesis and Applications,Advanced Semiconductor Detectors and Materials,9.0,5.0,3.0,2.0,1.0,26.0,1.0,0.5555555555555556,0.3333333333333333,0.2222222222222222,0.1111111111111111,GaN-based semiconductor devices and materials|Ga2O3 and related materials|Semiconductor Quantum Structures and Devices|Nanowire Synthesis and Applications|Advanced Semiconductor Detectors and Materials
2024-09-20,10,230.785,-0.0139078789950436,0.0408388760101392,12734091,182838250.0,-0.1980466712845514,,190.0,0.11111111111111116,,1,GaN-based semiconductor devices and materials,Ga2O3 and related materials,Semiconductor Quantum Structures and Devices,Semiconductor materials and devices,ZnO doping and properties,10.0,4.0,3.0,3.0,3.0,30.0,1.0,0.4,0.3,0.3,0.3,GaN-based semiconductor devices and materials|Ga2O3 and related materials|Semiconductor Quantum Structures and Devices|Semiconductor materials and devices|ZnO doping and properties
2024-09-23,49,231.745,0.0041597157527568,0.0270771753435887,6235675,189073925.0,-0.510316441118569,,239.0,3.9000000000000004,,1,GaN-based semiconductor devices and materials,Radio Frequency Integrated Circuit Design,Acoustic Wave Resonator Technologies,Advanced Power Amplifier Design,Semiconductor Quantum Structures and Devices,49.0,18.0,7.0,7.0,7.0,138.0,1.0,0.3673469387755102,0.14285714285714285,0.14285714285714285,0.14285714285714285,GaN-based semiconductor devices and materials|Radio Frequency Integrated Circuit Design|Acoustic Wave Resonator Technologies|Advanced Power Amplifier Design|Semiconductor Quantum Structures and Devices
2024-09-24,16,235.33,0.0154695894194047,-0.0162537712998767,9750582,198824507.0,0.563677067839488,,255.0,-0.6734693877551021,,0,GaN-based semiconductor devices and materials,Radio Frequency Integrated Circuit Design,Semiconductor Quantum Structures and Devices,Semiconductor materials and devices,Semiconductor materials and interfaces,16.0,3.0,2.0,2.0,2.0,48.0,1.0,0.1875,0.125,0.125,0.125,GaN-based semiconductor devices and materials|Radio Frequency Integrated Circuit Design|Semiconductor Quantum Structures and Devices|Semiconductor materials and devices|Semiconductor materials and interfaces
2024-09-25,20,236.905,0.0066927293587728,-0.0091597897891559,7169547,205994054.0,-0.2647057375652037,,275.0,0.25,,0,GaN-based semiconductor devices and materials,Radio Frequency Integrated Circuit Design,Semiconductor Quantum Structures and Devices,Semiconductor materials and devices,ZnO doping and properties,20.0,5.0,5.0,4.0,3.0,59.0,1.0,0.25,0.25,0.2,0.15,GaN-based semiconductor devices and materials|Radio Frequency Integrated Circuit Design|Semiconductor Quantum Structures and Devices|Semiconductor materials and devices|ZnO doping and properties
2024-09-26,6,244.525,0.0321647917941791,-0.0338206727328493,15619470,221613524.0,1.1785853415843426,,281.0,-0.7,,0,GaN-based semiconductor devices and materials,Semiconductor materials and devices,Ga2O3 and related materials,Advanced Optical Sensing Technologies,Advanced Sensor and Energy Harvesting Materials,6.0,3.0,2.0,1.0,1.0,18.0,1.0,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666,GaN-based semiconductor devices and materials|Semiconductor materials and devices|Ga2O3 and related materials|Advanced Optical Sensing Technologies|Advanced Sensor and Energy Harvesting Materials
2024-09-27,6,240.21,-0.0176464574174419,-0.0031638982556929,9432160,231045684.0,-0.3961280376350797,,287.0,0.0,,0,GaN-based semiconductor devices and materials,Ga2O3 and related materials,Semiconductor Quantum Structures and Devices,Semiconductor materials and devices,ZnO doping and properties,6.0,3.0,2.0,2.0,2.0,18.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,GaN-based semiconductor devices and materials|Ga2O3 and related materials|Semiconductor Quantum Structures and Devices|Semiconductor materials and devices|ZnO doping and properties
2024-09-30,17,238.02,-0.0091170226052205,0.0055247458196789,8951807,239997491.0,-0.0509271471221862,,304.0,1.8333333333333335,,1,GaN-based semiconductor devices and materials,Ga2O3 and related materials,Semiconductor materials and devices,Radio Frequency Integrated Circuit Design,Semiconductor Quantum Structures and Devices,17.0,6.0,6.0,3.0,3.0,51.0,1.0,0.35294117647058826,0.35294117647058826,0.17647058823529413,0.17647058823529413,GaN-based semiconductor devices and materials|Ga2O3 and related materials|Semiconductor materials and devices|Radio Frequency Integrated Circuit Design|Semiconductor Quantum Structures and Devices
2024-10-01,34,231.505,-0.0273716494412233,0.048011921988726,11678332,229995297.0,0.3045781706419721,,266.0,1.0,,1,GaN-based semiconductor devices and materials,Semiconductor materials and devices,Semiconductor Quantum Structures and Devices,Ga2O3 and related materials,ZnO doping and properties,34.0,18.0,7.0,6.0,6.0,99.0,1.0,0.5294117647058824,0.20588235294117646,0.17647058823529413,0.17647058823529413,GaN-based semiconductor devices and materials|Semiconductor materials and devices|Semiconductor Quantum Structures and Devices|Ga2O3 and related materials|ZnO doping and properties
2024-10-02,5,234.735,0.0139521824582622,0.0443691822693674,7604692,224517926.0,-0.3488203623599671,,260.0,-0.8529411764705882,,1,GaN-based semiconductor devices and materials,Semiconductor materials and devices,Advanced Power Amplifier Design,Advancements in Semiconductor Devices and Circuit Design,Analytical Chemistry and Sensors,5.0,2.0,1.0,1.0,1.0,12.0,1.0,0.4,0.2,0.2,0.2,GaN-based semiconductor devices and materials|Semiconductor materials and devices|Advanced Power Amplifier Design|Advancements in Semiconductor Devices and Circuit Design|Analytical Chemistry and Sensors
2024-10-03,5,236.255,0.0064753871386882,0.0330998285750565,8037602,222031753.0,0.0569266973599982,,259.0,0.0,,1,GaN-based semiconductor devices and materials,Semiconductor materials and devices,Ga2O3 and related materials,Radio Frequency Integrated Circuit Design,Semiconductor Quantum Structures and Devices,5.0,3.0,2.0,1.0,1.0,14.0,1.0,0.6,0.4,0.2,0.2,GaN-based semiconductor devices and materials|Semiconductor materials and devices|Ga2O3 and related materials|Radio Frequency Integrated Circuit Design|Semiconductor Quantum Structures and Devices
2024-10-04,5,239.45,0.0135235233116759,0.0276675715180623,8463119,212879278.0,0.0529407900515601,,260.0,0.0,,1,GaN-based semiconductor devices and materials,Ga2O3 and related materials,2D Materials and Applications,Carbon Nanotubes in Composites,Plasma Diagnostics and Applications,5.0,2.0,1.0,1.0,1.0,13.0,1.0,0.4,0.2,0.2,0.2,GaN-based semiconductor devices and materials|Ga2O3 and related materials|2D Materials and Applications|Carbon Nanotubes in Composites|Plasma Diagnostics and Applications
2024-10-07,11,239.335,-0.0004802672791814,0.0468172227212904,6965533,207832813.0,-0.176954382893588,,258.0,1.2000000000000002,,1,GaN-based semiconductor devices and materials,Ga2O3 and related materials,Organic Light-Emitting Diodes Research,Semiconductor Lasers and Optical Devices,Semiconductor materials and devices,11.0,2.0,2.0,2.0,2.0,29.0,1.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,GaN-based semiconductor devices and materials|Ga2O3 and related materials|Organic Light-Emitting Diodes Research|Semiconductor Lasers and Optical Devices|Semiconductor materials and devices
2024-10-08,10,242.62,0.0137255311592539,-0.0220921605803314,6943872,204734493.0,-0.0031097404893495,,259.0,-0.09090909090909094,,0,GaN-based semiconductor devices and materials,Acoustic Wave Resonator Technologies,Ga2O3 and related materials,Silicon Carbide Semiconductor Technologies,Induction Heating and Inverter Technology,10.0,3.0,3.0,3.0,1.0,28.0,1.0,0.3,0.3,0.3,0.1,GaN-based semiconductor devices and materials|Acoustic Wave Resonator Technologies|Ga2O3 and related materials|Silicon Carbide Semiconductor Technologies|Induction Heating and Inverter Technology
2024-10-09,13,245.15,0.0104278295276565,-0.031858046094228,6082475,193147313.0,-0.124051393804494,,268.0,0.30000000000000004,,0,GaN-based semiconductor devices and materials,Ga2O3 and related materials,Semiconductor Quantum Structures and Devices,Semiconductor materials and devices,Acoustic Wave Resonator Technologies,13.0,3.0,3.0,3.0,2.0,37.0,1.0,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.15384615384615385,GaN-based semiconductor devices and materials|Ga2O3 and related materials|Semiconductor Quantum Structures and Devices|Semiconductor materials and devices|Acoustic Wave Resonator Technologies
2024-10-10,7,244.075,-0.0043850703650826,-0.0152002458260779,5931068,186126324.0,-0.0248923341238558,,267.0,-0.46153846153846156,,0,GaN-based semiconductor devices and materials,Semiconductor materials and devices,Acoustic Wave Resonator Technologies,Advancements in Semiconductor Devices and Circuit Design,Ga2O3 and related materials,7.0,2.0,1.0,1.0,1.0,20.0,1.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,GaN-based semiconductor devices and materials|Semiconductor materials and devices|Acoustic Wave Resonator Technologies|Advancements in Semiconductor Devices and Circuit Design|Ga2O3 and related materials
2024-10-11,6,246.075,0.0081942026016592,-0.0229198415117342,8775824,183228383.0,0.4796363825199778,,269.0,-0.1428571428571429,,0,GaN-based semiconductor devices and materials,Semiconductor materials and devices,Acoustic Wave Resonator Technologies,Metal and Thin Film Mechanics,Nanofabrication and Lithography Techniques,6.0,2.0,1.0,1.0,1.0,16.0,1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,GaN-based semiconductor devices and materials|Semiconductor materials and devices|Acoustic Wave Resonator Technologies|Metal and Thin Film Mechanics|Nanofabrication and Lithography Techniques
2024-10-14,7,250.54,0.0181448745301229,-0.0385367605971102,6751040,182004370.0,-0.230722949776568,-1.0968468161049654,245.0,0.16666666666666674,-0.4372297691830969,0,GaN-based semiconductor devices and materials,Semiconductor Quantum Structures and Devices,Ga2O3 and related materials,Semiconductor materials and devices,ZnO doping and properties,7.0,4.0,2.0,2.0,2.0,21.0,1.0,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.2857142857142857,GaN-based semiconductor devices and materials|Semiconductor Quantum Structures and Devices|Ga2O3 and related materials|Semiconductor materials and devices|ZnO doping and properties
2024-10-15,3,237.26,-0.0530055081024986,0.0110638118519768,20550076,195527538.0,2.0439867042707496,1.8995636008818708,242.0,-0.5714285714285714,-0.686857008684891,1,GaN-based semiconductor devices and materials,Plasma Diagnostics and Applications,Ga2O3 and related materials,Gas Sensing Nanomaterials and Sensors,Metal and Thin Film Mechanics,3.0,2.0,1.0,1.0,1.0,9.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,GaN-based semiconductor devices and materials|Plasma Diagnostics and Applications|Ga2O3 and related materials|Gas Sensing Nanomaterials and Sensors|Metal and Thin Film Mechanics
2024-10-16,20,237.34,0.0003371828373937,0.0007794724867278,9468831,193024639.0,-0.5392313390957775,-0.190398141161421,259.0,5.666666666666667,0.44659243718662367,1,GaN-based semiconductor devices and materials,Semiconductor Quantum Structures and Devices,Acoustic Wave Resonator Technologies,Ga2O3 and related materials,Metal and Thin Film Mechanics,20.0,6.0,5.0,3.0,3.0,52.0,1.0,0.3,0.25,0.15,0.15,GaN-based semiconductor devices and materials|Semiconductor Quantum Structures and Devices|Acoustic Wave Resonator Technologies|Ga2O3 and related materials|Metal and Thin Film Mechanics
2024-10-17,8,240.365,0.0127454284991994,-0.0070101720300376,9152748,186298544.0,-0.033381417410449,-0.2790221834790736,258.0,-0.6,-0.36378385753679604,0,GaN-based semiconductor devices and materials,Ga2O3 and related materials,Metal and Thin Film Mechanics,Semiconductor materials and devices,ZnO doping and properties,8.0,3.0,2.0,2.0,2.0,24.0,1.0,0.375,0.25,0.25,0.25,GaN-based semiconductor devices and materials|Ga2O3 and related materials|Metal and Thin Film Mechanics|Semiconductor materials and devices|ZnO doping and properties
2024-10-18,6,240.435,0.000291223763859,0.0034728720860108,5364397,178928850.0,-0.4139031250505313,-1.664355382030012,254.0,-0.25,-0.49268628145186266,1,GaN-based semiconductor devices and materials,Semiconductor materials and devices,Semiconductor Quantum Structures and Devices,2D Materials and Applications,Advancements in Semiconductor Devices and Circuit Design,6.0,3.0,2.0,1.0,1.0,18.0,1.0,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666,GaN-based semiconductor devices and materials|Semiconductor materials and devices|Semiconductor Quantum Structures and Devices|2D Materials and Applications|Advancements in Semiconductor Devices and Circuit Design
2024-10-21,51,240.885,0.0018716077110236,-0.0017435705834734,5957713,178650888.0,0.1106025523465172,-1.3248808111305883,256.0,7.5,2.3773293581581703,0,GaN-based semiconductor devices and materials,Silicon Carbide Semiconductor Technologies,Semiconductor Quantum Structures and Devices,Semiconductor materials and devices,Ga2O3 and related materials,51.0,22.0,12.0,10.0,9.0,144.0,1.0,0.43137254901960786,0.23529411764705882,0.19607843137254902,0.17647058823529413,GaN-based semiconductor devices and materials|Silicon Carbide Semiconductor Technologies|Semiconductor Quantum Structures and Devices|Semiconductor materials and devices|Ga2O3 and related materials
2024-10-22,14,239.885,-0.0041513585320795,0.0260958375888447,6105512,175005818.0,0.0248080093821236,-1.215104497640104,254.0,-0.7254901960784313,-0.009089274670777348,1,GaN-based semiconductor devices and materials,Silicon Carbide Semiconductor Technologies,Semiconductor Quantum Structures and Devices,Semiconductor materials and devices,Radio Frequency Integrated Circuit Design,14.0,8.0,4.0,4.0,2.0,40.0,1.0,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.14285714285714285,GaN-based semiconductor devices and materials|Silicon Carbide Semiconductor Technologies|Semiconductor Quantum Structures and Devices|Semiconductor materials and devices|Radio Frequency Integrated Circuit Design
2024-10-23,5,237.525,-0.0098380473977114,0.0056836122513419,7231627,175067898.0,0.1844423530737471,-0.7504541007086293,239.0,-0.6428571428571428,-0.5872520868833296,1,GaN-based semiconductor devices and materials,Semiconductor materials and devices,Advancements in Semiconductor Devices and Circuit Design,Analytical Chemistry and Sensors,Ga2O3 and related materials,5.0,2.0,1.0,1.0,1.0,15.0,1.0,0.4,0.2,0.2,0.2,GaN-based semiconductor devices and materials|Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design|Analytical Chemistry and Sensors|Ga2O3 and related materials
2024-10-24,8,238.68,0.0048626460372593,-0.0364923747276688,4843417,164291845.0,-0.3302451854886874,-1.7199456872106798,241.0,0.6000000000000001,-0.38332349210150174,0,GaN-based semiconductor devices and materials,Semiconductor materials and devices,Acoustic Wave Resonator Technologies,Semiconductor Quantum Structures and Devices,Silicon Carbide Semiconductor Technologies,8.0,3.0,2.0,2.0,2.0,24.0,1.0,0.375,0.25,0.25,0.25,GaN-based semiconductor devices and materials|Semiconductor materials and devices|Acoustic Wave Resonator Technologies|Semiconductor Quantum Structures and Devices|Silicon Carbide Semiconductor Technologies
2024-10-25,14,241.27,0.0108513490866433,-0.0356654370622123,9045571,163905256.0,0.867601117145189,-0.1018010311434493,249.0,0.75,0.01736269355513573,0,GaN-based semiconductor devices and materials,Radio Frequency Integrated Circuit Design,Semiconductor Quantum Structures and Devices,Semiconductor materials and devices,Advancements in Semiconductor Devices and Circuit Design,14.0,4.0,4.0,3.0,2.0,39.0,1.0,0.2857142857142857,0.2857142857142857,0.21428571428571427,0.14285714285714285,GaN-based semiconductor devices and materials|Radio Frequency Integrated Circuit Design|Semiconductor Quantum Structures and Devices|Semiconductor materials and devices|Advancements in Semiconductor Devices and Circuit Design
2024-10-28,21,240.465,-0.0033365109628217,-0.0360759362069322,5065789,160019238.0,-0.439970235157073,-1.5509790665214365,253.0,0.5,0.48384651784765353,0,GaN-based semiconductor devices and materials,Semiconductor materials and devices,Acoustic Wave Resonator Technologies,Silicon Carbide Semiconductor Technologies,Radio Frequency Integrated Circuit Design,21.0,6.0,5.0,5.0,4.0,57.0,1.0,0.2857142857142857,0.23809523809523808,0.23809523809523808,0.19047619047619047,GaN-based semiconductor devices and materials|Semiconductor materials and devices|Acoustic Wave Resonator Technologies|Silicon Carbide Semiconductor Technologies|Radio Frequency Integrated Circuit Design
2024-10-29,6,246.145,0.0236209011706485,-0.0449125515448212,8527872,156868778.0,0.6834242405279809,-0.2089584660794565,225.0,-0.7142857142857143,-0.5335369442668768,0,GaN-based semiconductor devices and materials,Ga2O3 and related materials,Semiconductor materials and devices,ZnO doping and properties,Acoustic Wave Resonator Technologies,6.0,4.0,2.0,2.0,1.0,18.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,GaN-based semiconductor devices and materials|Ga2O3 and related materials|Semiconductor materials and devices|ZnO doping and properties|Acoustic Wave Resonator Technologies
2024-10-30,13,238.875,-0.0295354364297467,0.011302982731554,9672785,158936871.0,0.1342554156535182,0.117537566003089,233.0,1.1666666666666665,-0.04990102635831255,1,GaN-based semiconductor devices and materials,Ga2O3 and related materials,Semiconductor Quantum Structures and Devices,Semiconductor materials and devices,ZnO doping and properties,13.0,4.0,3.0,3.0,2.0,35.0,1.0,0.3076923076923077,0.23076923076923078,0.23076923076923078,0.15384615384615385,GaN-based semiconductor devices and materials|Ga2O3 and related materials|Semiconductor Quantum Structures and Devices|Semiconductor materials and devices|ZnO doping and properties
2024-10-31,9,229.97,-0.0372789115646258,0.0743140409618645,15585532,166484801.0,0.6112765868361594,1.3291380130778805,237.0,-0.3076923076923077,-0.32516707629229596,1,GaN-based semiconductor devices and materials,Ga2O3 and related materials,Nanowire Synthesis and Applications,Luminescence Properties of Advanced Materials,Machine Learning in Materials Science,9.0,2.0,2.0,1.0,1.0,21.0,1.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,GaN-based semiconductor devices and materials|Ga2O3 and related materials|Nanowire Synthesis and Applications|Luminescence Properties of Advanced Materials|Machine Learning in Materials Science
2024-11-01,37,232.665,0.0117189198591121,0.0545204478542109,7651505,165673187.0,-0.5090635982140359,-0.5192316118236738,269.0,3.1111111111111107,1.5841410100898932,1,GaN-based semiconductor devices and materials,Ga2O3 and related materials,Semiconductor Quantum Structures and Devices,Semiconductor materials and devices,ZnO doping and properties,37.0,12.0,8.0,8.0,8.0,110.0,1.0,0.32432432432432434,0.21621621621621623,0.21621621621621623,0.21621621621621623,GaN-based semiconductor devices and materials|Ga2O3 and related materials|Semiconductor Quantum Structures and Devices|Semiconductor materials and devices|ZnO doping and properties
2024-11-04,37,231.79,-0.0037607719253003,0.0334785797489105,6926882,165634536.0,-0.0947033296063977,-0.7671749183319035,295.0,0.0,1.5239669385901127,1,GaN-based semiconductor devices and materials,Semiconductor materials and devices,Silicon Carbide Semiconductor Technologies,Ga2O3 and related materials,Semiconductor Quantum Structures and Devices,37.0,11.0,11.0,8.0,8.0,107.0,1.0,0.2972972972972973,0.2972972972972973,0.21621621621621623,0.21621621621621623,GaN-based semiconductor devices and materials|Semiconductor materials and devices|Silicon Carbide Semiconductor Technologies|Ga2O3 and related materials|Semiconductor Quantum Structures and Devices
2024-11-05,8,235.09,0.0142370248932222,0.0101875877323578,6617956,165308620.0,-0.0445981323198518,-0.8706863393190255,293.0,-0.7837837837837838,-0.44709015569285093,1,GaN-based semiconductor devices and materials,Ga2O3 and related materials,Radio Frequency Integrated Circuit Design,Semiconductor Quantum Structures and Devices,Advancements in Semiconductor Devices and Circuit Design,8.0,2.0,2.0,2.0,1.0,21.0,1.0,0.25,0.25,0.25,0.125,GaN-based semiconductor devices and materials|Ga2O3 and related materials|Radio Frequency Integrated Circuit Design|Semiconductor Quantum Structures and Devices|Advancements in Semiconductor Devices and Circuit Design
2024-11-06,14,241.575,0.0275851801437747,-0.0354962227051639,10928368,170154513.0,0.6513207401197589,0.4526468382985774,294.0,0.75,-0.03403132055381678,0,GaN-based semiconductor devices and materials,Acoustic Wave Resonator Technologies,Ga2O3 and related materials,ZnO doping and properties,Nanowire Synthesis and Applications,14.0,4.0,4.0,4.0,2.0,40.0,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,GaN-based semiconductor devices and materials|Acoustic Wave Resonator Technologies|Ga2O3 and related materials|ZnO doping and properties|Nanowire Synthesis and Applications
2024-11-07,10,247.06,0.0227051640277347,-0.0560592568606815,8524778,172748223.0,-0.2199404339238941,-0.2090599969600699,297.0,-0.2857142857142857,-0.3086810688704411,0,GaN-based semiconductor devices and materials,Semiconductor materials and devices,Semiconductor Quantum Structures and Devices,Silicon Carbide Semiconductor Technologies,Ga2O3 and related materials,10.0,4.0,3.0,3.0,2.0,28.0,1.0,0.4,0.3,0.3,0.2,GaN-based semiconductor devices and materials|Semiconductor materials and devices|Semiconductor Quantum Structures and Devices|Silicon Carbide Semiconductor Technologies|Ga2O3 and related materials
2024-11-08,6,245.35,-0.0069213956124019,-0.0805787650295496,5684835,169657234.0,-0.3331398190076035,-1.2680052444115033,297.0,-0.4,-0.5815431793124631,0,GaN-based semiconductor devices and materials,Semiconductor materials and devices,ZnO doping and properties,Acoustic Wave Resonator Technologies,Ga2O3 and related materials,6.0,3.0,3.0,1.0,1.0,18.0,1.0,0.5,0.5,0.16666666666666666,0.16666666666666666,GaN-based semiconductor devices and materials|Semiconductor materials and devices|ZnO doping and properties|Acoustic Wave Resonator Technologies|Ga2O3 and related materials
